docDOI,docSection,docAuthor,docTitle,docAcceptDate,docPaymentDate,docPublishDate,docPrintIssue,docPrintNotes,docNumPagesPrint,docEditor,docCoordinator,docProofReader,docSE1,docSE2,docEnteredDate,docCopyEditBeginDate,docCopyEditCompleteDate,docSendSEDate,docReturnSEDate,docSendAuthorDate,docReturnAuthorDate,docFinalizeDate,docOpenAccess,docTranslation,docAdConflicts,docCollectionCode1
180186,Commentary,Dugani,Quality primary health care will drive the realization of universal health coverage,16-Mar-18,,16-Apr-18,,The analysis has been waiting a while; could we publish by end of April? (KP),2,Vicky,Olivier,Olivier,KP,,16-Mar-18,21-Mar-18,22-Mar-18,22-Mar-18,23-Mar-18,23-Mar-18,24-Mar-18,27-Mar-18,FALSE,FALSE,"Government, United Nations, vulnerable populations, universal health coverage, public health, health services","10, 200, 465,  165, 170"
170602,Humanities,Cadesky,Sometimes a curtain,16-Jun-17,,11-Dec-17,,,2,Vicky,Erin D,Olivier,BJS,KP,20-Jul-17,10-Nov-17,13-Nov-17,13-Nov-17,14-Nov-17,14-Nov-17,14-Nov-17,15-Nov-17,FALSE,FALSE,"medical assistance in dying, governance, government","526, 109, 383, 355, 59, 538"
170128,Practice,Schwindt,Essential tremor,16-Jun-17,,6-Nov-17,December 2017,,1,Lea,Olivier,Olivier,DK,,22-Jun-17,10-Aug-17,10-Aug-17,10-Aug-17,12-Sep-17,12-Sep-17,27-Sep-17,2-Oct-17,FALSE,FALSE,"essential tremor, neurology, neurosurgery","514, 155, 383"
170448,Humanities,Mosby,“Hunger was never absent”: How residential school diets shaped current patterns of diabetes among Indigenous peoples in Canada,16-Jun-17,,14-Aug-17,September 2017,"Dorian asked ""Do you think you will be able to fit in a podcast print to August? """,2,Vicky,Olivier,Olivier,BJS,DK,21-Jun-17,20-Jul-17,21-Jul-17,21-Jul-17,25-Jul-17,27-Jul-17,28-Jul-17,31-Jul-17,TRUE,FALSE,"Residential schools, Indigenous people, First Nations health, Canadian government, history, nutrition ","537, 370, 456, 72, 143, 24 "
171377,Practice,Jud,Unusual petechial rash after sport: exercise-induced vasculitis,16-Jan-18,,20-Feb-18,,"Title of article should be ""Exercise-induced vasculitis""; cannot change the title in that cell",1,Lea,Olivier,Olivier,DK,,17-Jan-18,23-Jan-18,23-Jan-18,23-Jan-18,2-Feb-18,2-Feb-18,5-Feb-18,5-Feb-18,FALSE,FALSE,"vasculitis, exercise, rash, lower leg","504, 22, 398"
68991,Letter,Khan,"The authors respond to ""Thrombophilia testing in venous thromboembolism""",16-Jan-18,,12-Feb-18,April 2018,DK: It would be helpful if this were prepped for Feb 12 publication with Dr. Rehman’s letter. Thanks! . Post publish and consider for print,,Vicky,Erin D,Olivier,,,18-Jan-18,23-Jan-18,24-Jan-18,24-Jan-18,25-Jan-18,,,29-Jan-18,TRUE,TRUE,,
161031,Practice,Tao,Complications after long-term inferior vena cava filter placement,16-Jan-17,,4-Jul-17,,,1,Lea,Olivier,,,,23-Feb-17,29-May-17,29-May-17,29-May-17,13-Jun-17,13-Jun-17,15-Jun-17,16-Jun-17,FALSE,FALSE,"vascular surgery, filters, inferior vena cava, apixaban, cardiovascular medicine","504, 101, 151, 76"
160062,Practice,Tseng,Testing for Heritable Thrombophilias in Adult Patients,16-Jan-17,,4-Jul-17,,,1,Vicky,Olivier,Olivier,DK,,2-Feb-17,2-Jun-17,8-Jun-17,8-Jun-17,10-Jun-17,12-Jun-17,14-Jun-17,15-Jun-17,FALSE,FALSE,"anticoagulants, venous thromboembolism","514, 76, 398, 19"
732867,Letter,Carr,"What is sacubitril?""",16-Jan-17,,,,post only KP,,,,,,,,,,,,,,,TRUE,TRUE,,
732869,Letter,Procter,Stuttering & Dopamine,16-Jan-17,,,,post only KP,,,,,,,,,,,,,,,TRUE,TRUE,,
180068,Practice,Bogoch,Point-of-care HIV testing,16-Feb-18,,7-May-18,,,1,Lea,Olivier,Olivier,DK,NA,22-Feb-18,6-Apr-18,6-Apr-18,6-Apr-18,9-Apr-18,11-Apr-18,13-Apr-18,16-Apr-18,FALSE,FALSE,"HIV, point-of-care testing, AIDS, infectious diseases, sexually transmitted diseases","514, 538, 60, 32, 154, 170, 383"
68801,Letter,Harrison,"""RE: Harms of overoxygenation in patients with exacerbation of COPD""",16-Dec-17,,,,KP: Post only,,,NA,,,,,,,,,,,,TRUE,TRUE,,
160142,Review,Arnold,Thrombotic microangiopathies: a general approach to diagnosis and management,16-Dec-16,,30-Jan-17,April 2017,,8,Kate B,Erin D,,KP,DK,12-Jul-16,19-Sep-16,22-Sep-16,22-Sep-16,23-Sep-16,29-Sep-16,3-Oct-16,6-Oct-16,FALSE,FALSE,"thrombotic microangiopathy, calcineurin inhibitors, quinine, ticlopidine, eculizumab, corticosteroids, rituximab, bortezomib, cyclosporine, cyclophosphamide, vincristine, N-acetylcysteine, caplacizumab, antiplatelet agents, rituximab",76
170118,Guideline,Singh,Recommendations on screening for abdominal aortic aneurysm in primary care,16-Aug-17,,11-Sep-17,October 2017,,9,Vicky,Olivier,Lea,DK,,17-Aug-17,17-Aug-17,18-Aug-17,18-Aug-17,21-Aug-17,21-Aug-17,23-Aug-17,28-Aug-17,TRUE,FALSE,"cardiovascular, aortic aneurysm, guidelines","189, 151, 194, 105, 383"
180424,Humanities,Colman,Poems about Alzheimer's,16-Apr-18,,25-Jun-18,,,1,,Olivier,,,,16-May-18,,,,,,,,FALSE,FALSE,,
171430,Guideline,Wilson,Screening for impaired visual acuity in community-dwelling adults age 65 years and older in primary care settings,16-Apr-18,,14-May-18,June 2018,,8,Vicky,Olivier,Olivier,DK,,17-Apr-18,18-Apr-18,19-Apr-18,19-Apr-18,23-Apr-18,23-Apr-18,26-Apr-18,1-May-18,TRUE,FALSE,"Vision care, ophthalmology, older adults, screening, visula impairment","189, 490, 105, 10, 271, 383 "
180120,Practice,Singh,Abdominal wall varices: The sign of chronic Budd-Chiari syndrome,16-Apr-18,,4-Jun-18,,,1,Lea,Olivier,Olivier,DK,,16-Apr-18,30-Apr-18,1-May-18,1-May-18,10-May-18,11-May-18,14-May-18,,TRUE,TRUE,"Venous disease, cardiovascular medicine, abdominal varices","504, 19, 151, 194"
180262,Practice,Zhang,Psoriasis localized to the glans penis,16-Apr-18,,18-Jun-18,,,1,,Erin D,,,,16-Apr-18,,,,,,,,TRUE,TRUE,,
69700,Letter,Scott,"RE: Successful in the UK, adaptable to Canada",16-Apr-18,,, ,"KP: Post, Publish and consider for Print",1,,Erin D,,,,16-Apr-18,,,,,,,,TRUE,TRUE,,
170691,Analysis,Thombs,Addressing overestimation of the prevalence of depression based on self-report screening questionnaires,15-Sep-17,,15-Jan-18,February 2018,,6,Lea,Erin D,Erin D,KP,,,13-Nov-17,24-Nov-17,24-Nov-17,28-Nov-17,28-Nov-17,29-Nov-17,30-Nov-17,FALSE,FALSE,"Mental health, psychiatry, screening questionnaires, depression","539, 105, 161, 163, 10"
170296,Review,Laratta,Diagnosis and treatment of obstructive sleep apnea in adults,15-Sep-17,,4-Dec-17,January 2018,publish before 170393-anapublish before 170393-anapublish before 170393-anapublish before 170393-anapublish before 170393-anapublish before 170393-anapublish before 170393-anapublish before 170393-anapublish before 170393-anapublish before 170393-anapublish before 170393-anapublish before 170393-anapublish before 170393-anapublish before 170393-anapublish before 170393-anapublish before 170393-anapublish before 170393-anapublish before 170393-anapublish before 170393-anapublish before 170393-anapublish before 170393-anapublish before 170393-anapublish before 170393-anapublish before 170393-anapublish before 170393-anapublish before 170393-anapublish before 170393-ana,8,Lea,Erin D,Erin,KP,DK,18-Sep-17,17-Oct-17,20-Oct-17,20-Oct-17,23-Oct-17,24-Oct-17,27-Oct-17,6-Nov-17,FALSE,FALSE,"obstructive sleep apnea, CPAP, polysomnography, oral applicances","50, 157, 398, 383"
732498,Letter,Hall (Linked to News),Canada needs twice as many palliative spec,15-Nov-16,,16-Jan-17,February 2017,,,Erin,Mel,,,,,,,,,,,,TRUE,TRUE,,
180642,Commentary,Nolan,Community paramedicine is growing in impact and potential ,15-May-18,,28-May-18,,linked to Agarwal research,2,Lea,Erin,Olivier,KP,NA,15-May-18,15-May-18,15-May-18,15-May-18,15-May-18,15-May-18,15-May-18,16-May-18,FALSE,FALSE,"Older adults, community paramedicine programs, CP@clinic, social housing, geriatric medicine","538, 2, 271, 170, 383, 10"
180231,Practice,Lefkowitz,,15-May-18,,,,,1,,Erin D,,,,15-May-18,,,,,,,,FALSE,FALSE,,
170931,Commentary,Ahmad,Expanding treatment for hepatitis C infection in Canada ,15-May-18,,4-Jun-18,,,2,Vicky,Erin,,DK,NA,15-May-18,15-May-18,15-May-18,15-May-18,17-May-18,17-May-18,17-May-18,,TRUE,FALSE,"Hepatology, liver, hepatitis C, guideline","538, 170, 28, 154, 10"
69917,Letter,Jenkins,RE: Resisting influence from agri-food industries on Canada's new food guide,15-May-18,,,,KP: Post and Publish only,,,Olivier,,,,15-May-18,,,,,,,,TRUE,TRUE,,
69942,Letter,Tan,Corrections and clarifications regarding our Canadian guideline on HIV PrEP and nPEP,15-May-18,,,,"DK: Post, Publish and consider for Print (correction process)",,,,,,,,,,,,,,,TRUE,TRUE,,
170576,Coda,Kidd,What happened to you?,15-May-17,,12-Jun-17,July 2017,,1,Kate B,Erin D,Olivier,BJS,KP,,23-May-17,23-May-17,23-May-17,24-May-17,24-May-17,25-May-17,29-May-17,FALSE,FALSE,,"474, 357, 168"
733150,Letter,Marcum,"The ""new"" medical model, fragmented clinical care, and philosophy of medicine",15-May-17,,4-Jul-17,August 2017,"DK:  Print, post and publish.",,Lea,Erin,,,,,,,,,,,,TRUE,TRUE,,
733142,Letter,Gershon,"Response to Weiner, 733088",15-May-17,,17-Jul-17,,"publish. Weiner's letter isn't for print, so this one isn't either",,Vicky,Olivier,,,,,,,,,,,,TRUE,TRUE,,
180580,Humanities,Blum,Drawing patients closer: five gentlemen,15-Mar-18,,4-Jun-18,,Part 2 of original 180180-enc; To Prod to fix layout May4. To Prod to add new image and caption May 17; Barb changed to be part 1,2,Lea,Erin D,Erin,BJS,KP,2-May-18,2-May-18,2-May-18,2-May-18,11-May-18,11-May-18,17-May-18,,FALSE,FALSE,"Art & medicine, patients, doctor's personal reflections, patients' personal reflections","526, 474,383, 357"
180180,Humanities,Blum,Drawing patients closer: five ladies,15-Mar-18,,11-Jun-18,,This article should be 2 parts. Email from Barb describes how they should be separated and includes layout notes. Five gentlemen to be new encounter with new doi. Request for new layout for five ladies May 1. To Prod to fix layout May 4,2,Lea,Erin D,Erin,BJS,KP,21-Mar-18,18-Apr-18,18-Apr-18,2-May-18,11-May-18,11-May-18,14-May-18,18-May-18,FALSE,FALSE,"Art & medicine, patients, doctor's personal reflections, patients' personal reflections","526, 474, 383, 357"
69471,Letter,Joob,RE: Risk of stroke in patients with dengue fever: a population-based cohort study - is there a real increased risk?,15-Mar-18,,,,DK: Post and Publish only (Publish with Li 69523),1,,Erin D,,,,19-Mar-18,,,,,,,,TRUE,TRUE,,
69475,Letter,Hofmeister,Use physician rating websites with caution,15-Mar-18,,,,DK: Post and Publish only,1,,Olivier,,,,20-Mar-18,,,,,,,,TRUE,TRUE,,
68954,Letter,Ross,Opioids for Chronic Pain,15-Jan-18,,5-Mar-18,,DK:consider a version for publication,,Kate,Erin D,Olivier,DK,NA,23-Jan-18,8-Feb-18,8-Feb-18,8-Feb-18,12-Feb-18,12-Feb-18,12-Feb-18,15-Feb-18,TRUE,TRUE,,
68982,Letter,Fernando,Some patients with chronic pain need low-dose opioid therapy for survival and quality of life,15-Jan-18,,,,DK: post only,,,NA,,,,,,,,,,,,TRUE,TRUE,,
68988,Letter,Bertrand,Wrong bacteria used for xylitol chewing gum study?,15-Jan-18,,,,DK: post only,,,NA,,,,,,,,,,,,TRUE,TRUE,,
180167,Commentary,van den Heuvel,Food insecurity and breastfeeding,15-Feb-18,,19-Mar-18,April 2018,,2,Vicky,Erin D,Erin,,,20-Feb-18,22-Feb-18,23-Feb-18,23-Feb-18,26-Feb-18,26-Feb-18,27-Feb-18,27-Feb-18,FALSE,FALSE,"Breastfeeding, poverty, food insecurity, infants, pediatrics","538, 338, 71, 72, 33, 170"
180037,Commentary,Grant,Resisting influence from agri-food industries on Canada’s new food guide,15-Feb-18,,16-Apr-18,,*Please can we try to publish this soon (KP)*,2,Lea,Olivier,Erin,KP,NA,6-Mar-18,22-Mar-18,23-Mar-18,23-Mar-18,26-Mar-18,26-Mar-18,28-Mar-18,29-Mar-18,FALSE,FALSE,"Canada's Food Guide, health policy, public health, agri-food industries, Health Canada","165, 170, 33, 456"
170149,Commentary,Fernando,Sepsis-3: Clinical Implications of The Third International Consensus Definitions for Sepsis and Septic Shock,15-Feb-18,,10-Sep-18,,Author told tentative pub date of may 14. kb;Author agreed to DK email to hold commentary for Sepsis issue. They asked to be notified of any important sepsis publications that occur in the interim so they can update refs if needed,2,Kate,Olivier,Olivier,KP,NA,15-Feb-18,22-Mar-18,23-Mar-18,23-Mar-18,26-Mar-18,26-Mar-18,28-Mar-18,28-Mar-18,FALSE,FALSE,"sepsis, septic shock, intensive care, emergency medicine","537, 21, 2"
69222,Letter,Temple,RE: The Other Side of Sorrow:physician reflections on assisted dying,15-Feb-18,,,,DK Post only,,,NA,,,,,,,,,,,,TRUE,TRUE,,
170052,Humanities,Johnson,Cobwebs,15-Feb-17,,18-Sep-17,October 2017,,1,Lea,Olivier,,DK,KP,28-Feb-17,31-Jul-17,31-Jul-17,31-Jul-17,2-Aug-17,2-Aug-17,2-Aug-17,,FALSE,FALSE,"pregnancy, pain, medical humanities","526, 474, 357, 415, 159"
160472,Practice,Patro,Dual-stent retrieval for mechanical thrombectomy of refractory clot in acute stroke as a rescue technique,15-Feb-17,,1-May-17,June 2017,,4,Lea,Erin D,,DK,,6-Mar-17,20-Mar-17,23-Mar-17,23-Mar-17,5-Apr-17,7-Apr-17,11-Apr-17,13-Apr-17,FALSE,FALSE,"stroke, vascular surgery, innovation, stents","517, 38, 101, 195, 155"
732920,Letter,Tan,Print only if can be shortened,15-Feb-17,,3-Apr-17,,,,Erin,Olivier,,,,,,,,,,,,TRUE,TRUE,,
732883,Letter,Robson,Some questions for Dr. Day,15-Feb-17,,,,DK and KP decided not to publish,,,,,,,,,,,,,,,TRUE,TRUE,,
732890,Letter,Day,"Response to Robson, 732883",15-Feb-17,,,,DK and KP decided not to publish,,,,,,,,,,,,,,,TRUE,TRUE,,
732912,Letter,Prior,   To Dr.. May Friedman ,15-Feb-17,,,,KP to post only,,,,,,,,,,,,,,,TRUE,TRUE,,
161366,Practice,Anderson,Ectopic tooth: an unusual cause of headache,15-Dec-16,,29-May-17,July 2017,,1,Vicky,Erin D,,DK,,19-Dec-16,3-Apr-17,11-Apr-17,11-Apr-17,28-Apr-17,2-May-17,4-May-17,,FALSE,FALSE,"dental care, migraine, headaches, sinusitis","504, 97, 155, 184"
161478,Editorial,Kelsall,Renewal for CMAJ,15-Dec-16,,9-Jan-17,January 2017,,1,Leesa,Olivier,,DK,NA,15-Dec-16,16-Dec-16,16-Dec-16,16-Dec-16,16-Dec-16,,,16-Dec-16,TRUE,TRUE,None,"462, 166"
732630,Letter,Shappiro,"Response to Patel, 732446",15-Dec-16,,23-Jan-17,February 2017,,,Lea,Erin,,,,,,,,,,,,TRUE,TRUE,,
732623,Letter,Sebastian Haertter,"Re: ""Association between statin use and ischemic stroke",15-Dec-16,,27-Feb-17,May 2017,Post and consider for print,,Erin ,Olivier,,,,,,,,,,,,TRUE,TRUE,,
733401,Letter,Cornelson,Sexual orientation not included in analysis,15-Aug-17,,27-Nov-17,,DK: post and publish,1,Lea,Olivier,Olivier,DK,,,3-Oct-17,3-Oct-17,3-Oct-17,3-Oct-17,3-Oct-17,4-Oct-17,5-Oct-17,TRUE,TRUE,,
733391,Letter,MacDonald,Severe Allergic contact dermatitis to Polysporin,15-Aug-17,,,,KP: post only. Author's response will be post only as well.,,,,,,,,,,,,,,,TRUE,TRUE,,
170256,Practice,Burleigh,Pediatric longitudinal melanonychia,15-Apr-17,,28-Aug-17,,,1,Lea,Olivier,Olivier,DK,,25-Apr-17,12-Jul-17,12-Jul-17,12-Jul-17,17-Jul-17,17-Jul-17,18-Jul-17,20-Jul-17,FALSE,FALSE,"dermatology, pediatrics, fingernails, melanonychia","504, 22, 72, 383"
170264,Practice,DeKoven,Contact dermatitis caused by methacrylates in nail products,15-Apr-17,,18-Sep-17,,Email to AU about proof Sept. 5. Selected as possible content for Santé inc,1,Lea,Erin D,Vicky,DK,,20-Jun-17,31-Aug-17,1-Sep-17,1-Sep-17,1-Sep-17,1-Sep-17,5-Sep-17,5-Sep-17,FALSE,FALSE,"methacrylates, nail products, contact dermatitis, dermatology","504, 22, 69"
161212,True or false quiz,Crain,58. Available evidence supports giving vitamin D supplements to residents of long-term care facilities for the prevention of falls ,14-Oct-16,,14-Sep-17,,,,Lea,,,,,,,,,,,,,TRUE,TRUE,,
161085,Commentary,Ford,Emergency response in a rapidly changing Arctic,14-Nov-16,,30-Jan-17,February 2017,,2,Sarah,Olivier,,KP,NA,16-Nov-16,17-Nov-16,21-Nov-16,21-Nov-16,22-Nov-16,22-Nov-16,22-Nov-16,23-Nov-16,FALSE,FALSE,"Canada, Arctic, Emergency Medicine, medical evacuation, all-terrain vehicles, snowmobiles, cruises","370, 142, 438"
161099,Humanities,Lang,Time and space,14-Nov-16,,6-Mar-17,,,2,Lea,Erin D,Olivier,BJS,KP,16-Nov-16,18-Nov-16,18-Nov-16,22-Nov-16,28-Nov-16,28-Nov-16,30-Nov-16,5-Dec-16,FALSE,FALSE,"Physician health, cancer","526, 347, 474, 207"
732500,Letter,Jassal,Neurologic Thoracic Outlet Syndrome,14-Nov-16,,15-Nov-16,,Let's not print this ever - too old DK,,Erin,Olivier,,,,,,,,,,,,TRUE,TRUE,,
732502,Letter,Tuyp,Prescribing patterns of nurse practitioners in Canada,14-Nov-16,,,,Response coming from Sangster-Gormley,,,,,,,,,,,,,,,TRUE,TRUE,,
180539,Humanities,Owens,It was never about The Cancer it was about Me,14-May-18,,,,,1,,Olivier,,,,14-May-18,,,,,,,,FALSE,FALSE,,
69469,Letter,Bodley,RE: Just the Facts on Effective Referral,14-Mar-18,,11-Jun-18, ,"KP Post, Publish and consider for Prin. The letter can be POSTED as it is but for publication it can’t be quite so long. It can’t be as long as the editorial it responds to! I’ve edited slightly (see attached). I’ve used tracked changes for the additions and the strike-through tool to show what I’d suggest gets omitted. ",1,Kate,Erin D,Erin,KP,NA,19-Mar-18,14-May-18,14-May-18,14-May-18,14-May-18,14-May-18,18-May-18,18-May-18,TRUE,TRUE,,
69470,Letter,Desapriya,RE: There are valid reasons to invest appropriately to alleviate overall poverty and specifically child poverty in Canada,14-Mar-18,,,,DK: Post and Publish only,2,,Olivier,,,,20-Mar-18,,,,,,,,TRUE,TRUE,,
170280,Commentary,Myers,Measuring quality of end-of-life communication and decision-making: Do we have this right?,14-Mar-17,,31-Jul-17,January 2018,,2,Lea,Oliver,Olivier,DK,,16-Mar-17,26-Apr-17,13-Jun-17,16-Jun-17,16-Jun-17,19-Jun-17,22-Jun-17,26-Jun-17,FALSE,FALSE,"Palliative care, end-of-life care and decisions, MAiD","109, 42"
733267,Letter,Downar,"Re:The Utility and Value of the ""Surprise"" Question for Patients with Serious Illness",14-Jun-17,,21-Aug-17,,DK: publish and consider for print with Romo letter,,Vicky,Olivier,,,,,,,,,,,,TRUE,TRUE,,
733261,Letter,Barrett,Beware Selection Bias,14-Jun-17,,28-Aug-17,October 2017,"DK: Post, publish and consider for print.",,Lea,Erin,,,,,,,,,,,,TRUE,TRUE,,
733244,Letter,Weinberg,Inconsistencies in the 2017 Canadian Guideline for Opioids for Chronic Non-Cancer Pain (CNCP),14-Jun-17,,2-Oct-17,,DK: post and publish (with revisions),,Vicky,Erin,,,,,,,,,,,,TRUE,TRUE,,
68948,Letter,McIvor,Healthy Interpretation - Language Proficiency,14-Jan-18,,,,KP: post only,,,NA,,,,,,,,,,,,TRUE,TRUE,,
170962,Practice,Cummings,Rickets presenting as gross motor delay in twin girls,14-Feb-18,,7-May-18,,,4,Sarah,Olivier,Erin,DK,,21-Feb-18,24-Mar-18,24-Mar-18,24-Mar-18,12-Apr-18,12-Apr-18,16-Apr-18,20-Apr-18,FALSE,FALSE,"Rickets, vitamin D, failure to thrive, motor delay, ","518, 72, 59, 155, 152, 488"
171344,Practice,Peermohamed,Hypervirulent Klebsiella pneumoniae: an emerging cause of cryptogenic liver abscess,14-Feb-18,,9-Apr-18,June 2018,,1,Kate,Olivier,Erin,DK,NA,15-Feb-18,20-Mar-18,20-Mar-18,20-Mar-18,20-Mar-18,21-Mar-18,21-Mar-18,22-Mar-18,FALSE,FALSE,"antibiotics, infectious diseases, hepatology","504, 154, 28, 398 "
732903,Letter,Baranchuk (Table as well),The risk of snowfall and snow shoveling in Canada,14-Feb-17,,14-Feb-17,,,,Erin,Olivier,,,,,,,,,,,,TRUE,TRUE,,
732899,Letter,Oetter,Letter re Busse article,14-Feb-17,,3-Apr-17,,Posted Feb 15,,Erin,Olivier,,,,,,,,,,,,TRUE,TRUE,,
732910,Letter,Busse ,"Response to Oetter, 732899",14-Feb-17,,3-Apr-17,,Posted Feb 15,,Erin,Olivier,,,,,,,,,,,,TRUE,TRUE,,
732897,Letter,Barling,Association between quantity and duration of snowfall and risk of myocardial infarction,14-Feb-17,,,,DK post only,,,,,,,,,,,,,,,TRUE,TRUE,,
161203,Commentary,Schwartz,Legalize marijuana without the smoke,14-Dec-16,,30-Jan-17,July 2017,,2,Lea,Erin D,,KP,,19-Dec-16,21-Dec-16,21-Dec-16,21-Dec-16,22-Dec-16,22-Dec-16,23-Dec-16,4-Jan-17,FALSE,FALSE,"Marijuana, smoking tobacco, health policy, public health","165, 170, 186, 144"
161287,Humanities,Chin-Yee,Two documents,14-Dec-16,,29-May-17,,,2,Lea,Erin D,,BJS,DK,19-Dec-16,17-Mar-17,17-Mar-17,20-Mar-17,24-Mar-17,24-Mar-17,27-Mar-17,29-Mar-17,FALSE,FALSE,"mental illness, physician's perspective","526, 474, 161"
161268,Humanities,Yan,Spoon versus knife,14-Dec-16,,10-Jul-17,August 2017,,2,Vicky,Olivier,,BJS,DK,21-Dec-16,21-Apr-17,24-Apr-17,24-Apr-17,27-Apr-17,2-May-17,6-May-17,9-May-17,FALSE,FALSE,None,"526, 20, 94"
161284,Humanities,Thomson,On becoming a full partner in care,14-Dec-16,,17-Jul-17,August 2017,,2,Vicky,Erin D,Erin D,BJS,DK,12-Jan-17,18-May-17,26-May-17,31-May-17,5-Jun-17,5-Jun-17,13-Jun-17,15-Jun-17,FALSE,FALSE,"long-term care, pain, cerebral palsy","526, 383, 155, 72"
732613,Letter,Reimers,"Reimers: Resting heart rate and all-cause and cardiovascular mortality in the general population: a meta-analysis"" Zhang D et al., ",14-Dec-16,,,,Post not print KP,,,,,,,,,,,,,,,TRUE,TRUE,,
732615,Letter,Preshaw,Physician Suicide,14-Dec-16,,,,Kirsten and DK decided not to publish/Print - Feb 6,,,,,,,,,,,,,,,TRUE,TRUE,,
170726,Analysis,Morgan,Evaluating the effects of Quebec’s public-private drug insurance system,14-Aug-17,,10-Oct-17,,Doesn't need to go in print,5,Vicky,Olivier,Olivier,KP,,15-Aug-17,12-Sep-17,14-Sep-17,14-Sep-17,14-Sep-17,15-Sep-17,19-Sep-17,25-Sep-17,TRUE,TRUE,"Drug costs, Quebec, Health Canada","456, 113, 165, 465"
733393,Letter,Trusler (consider for print only if authors respond),Holistic FN Health Strategy - Canada,14-Aug-17,,25-Sep-17,,"KP: Post, publish and consider for print if the authors respond (but not if they don't). ",,Lea,Erin,,,,,,,,,,,,TRUE,TRUE,,
733389,Letter,McInnes,Re:Surely an Ophthalmologist Will Do - In a Pinch,14-Aug-17,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,
170827,Practice,Ruzycki,Physician burnout,13-Sep-17,,15-Jan-18,February 2018,For mental health launch,1,Vicky,Olivier,Erin D,DK,,14-Sep-17,28-Sep-17,2-Oct-17,2-Oct-17,3-Oct-17,10-Oct-17,16-Oct-17,17-Oct-17,FALSE,FALSE,"Physician health, mental health, exhaustion, burnout","514, 347, 161, 539"
171014,True or false quiz,Crain,72. There are no serious side effects to using fluoroquinolones (antibiotics),13-Sep-17,,30-Mar-18,,,,Lea,,,,,,,,,,,,,TRUE,TRUE,,
170684,Practice,Thibault,Dog bites,13-Oct-17,,29-Jan-18,,,1,Vicky,Olivier,Olivier,DK,,25-Oct-17,27-Nov-17,29-Nov-17,29-Nov-17,11-Dec-17,11-Dec-17,18-Dec-17,18-Dec-17,FALSE,FALSE,"Dog bites, sepsis, wound healing, nylon sutures, suture tape, vaccines","514, 383, 2, 154, 537 "
171237,Correction,,Correction for 170164-medsoc,13-Oct-17,,6-Nov-17,February 2018,correction for doi: 10.1503/cmaj.170164 ; published 11 Sept 17,1,Kate,Olivier,,,,13-Oct-17,,,,,,,,TRUE,FALSE,,
171114,Humanities,Li,The other side of sorrow: physician reflections on assisted dying,13-Nov-17,,12-Feb-18,June 2018,16 Jan: Sent directly to DK and KP as BJS is away,2,Vicky,Erin D,Olivier,DK,,30-Nov-17,15-Jan-18,16-Jan-18,16-Jan-18,16-Jan-18,17-Jan-18,23-Jan-18,25-Jan-18,FALSE,FALSE,"medical assistance in dying, governance, government","526, 109, 524, 474, 355, 539 "
732496,Letter,McGregor,Against patient involvement …,13-Nov-16,,14-Nov-16,,,,Mel/Erin,Mel,,,,,,,,,,,,TRUE,TRUE,,
69467,Letter,Carvalho,RE: Add naloxone to in-flight medical supplies,13-Mar-18,,25-Jun-18, ,"KP Post, Publish and consider for Prin. I’m not sure what the decision was on the Rieb letter (beyond post), but if this goes in print it may be good if they both go in print.",1,,Olivier,,,,16-Mar-18,,,,,,,,TRUE,TRUE,,
69464,Letter,Askin,RE: Canada and US going in opposite directions on conscientious objection for doctors (CMAJ 2018 March 5; 190: E270-1. doi: 10.1503/cmaj.109-5572),13-Mar-18,,, ,"KP Post, Publish and consider for Print",1,,Erin D,,,,19-Mar-18,,,,,,,,TRUE,TRUE,,
69466,Letter,Glazier,RE: association versus causation,13-Mar-18,,, ,"KP Post, Publish and consider for Print",1,,Olivier,,,,16-Mar-18,,,,,,,,TRUE,TRUE,,
69424,Letter,Zitney,RE: MOH,13-Mar-18,,,,KP: Post and Publish only,1,,Erin D,,,,19-Mar-18,,,,,,,,TRUE,TRUE,,
151556,Practice,Saeed,A 68-year-old man with an incidentally discovered pituitary lesion,13-Mar-17,,24-Apr-17,August 2017,,3,Lea,Olivier,Erin,DK,,16-Mar-17,17-Mar-17,20-Mar-17,20-Mar-17,24-Mar-17,24-Mar-17,27-Mar-17,30-Mar-17,FALSE,FALSE,"pituitary, cancer, neurology, neurosurgery, endocrinology, radiology","516, 155, 94, 152, 207, 398, 383"
160956,Practice,Bastianelli,Chronic nasal congestion and hyposmia in a 22-year-old female,13-Mar-17,,8-May-17,June 2017,,2,Vicky,Olivier,,DK,,16-Mar-17,20-Mar-17,27-Mar-17,27-Mar-17,6-Apr-17,7-Apr-17,9-Apr-17,11-Apr-17,FALSE,FALSE,"allergy, nasal congestion","97, 196, 383,516"
