docDOI,docSection,docDepartment,docAuthor,docTitle,docFocusArea,docAcceptDate,docPaymentDate,docInvoiceNum,docOnlineIssue,docPrintIssue,docNotes,docMultiMedia1,docRelatedMaterial,docNumPages,docEditor,docCoordinator,docProofReader,docSE1,docSE2,docOutstandingMaterial,docEnteredDate,docCopyEditBeginDate,docCopyeditCompleteDate,docSendSEDate,docReturnSEDate,docSendAuthorDate,docReturnAuthorDate,docSendFineTune,docReturnFineTune,docSendProofRead,docReturnProofRead,docFinalizeDate,docNumAppendices,docOpenAccess,docShortTitle,docWebBlurb,docTranslation,docAddConflicts,docCollectionCode1,docProfessionalDev,docPodcastEmbargoLink,docPodcastPermLink,docPodcastEmbedCode,docVideoEmbedCode,docVideoLink,docURL,docHashTags,docSocialSummary,"Accept to payment, d2","Payment to rough layout, d","Payment to copyedit, d","Payment to publication, d","Accept to rough layout, d","Rough layout to copyedit, d","Copyedit, d",SE12,"Proof with author, d","Author alterations, d","Fine-tune, d","Proofreading, d","Accept to publication, d","Accept to print, d",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151044,Commentary,Commentary,Ong Eng Hock,High-rise residential resuscitation: scaling the challenge,,21-Sep-15,,,,April 2016,,, 150544-res,2,Peggy,Erin D,Kate B,KP,JF,None,18-Nov-15,21-Dec-15,22-Dec-15,22-Dec-15,6-Jan-16,23-Dec-16,26-Dec-15,4-Jan-16,4-Jan-16,,,7-Jan-16,0,No,Responding to OHCA in high-rises,"Smartphone technology, AEDs and training of lay responders may improve cardiac arrest outcomes",No,"cardiac arrest, high-rise residential living, urban living, automated external defibrillators, emergency medical services, CPR, CPR training, smartphones, geolocation systems","325, 170",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.151044,,,,,,,58,33,1,15,#NUM!,9,0,,,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150492,Commentary,Commentary,Zhang,Debunking the taxation–contraband tobacco myth,,11-Nov-15,,,,April 2016,,,,2,Kate S,Erin D,Kate B,KP,DK,None,17-Nov-15,16-Dec-15,18-Dec-15,18-Dec-15,21-Dec-15,18-Dec-15,21-Dec-15,21-Dec-15,21-Dec-15,,,12-Jan-16,0,,Contraband tobacco in Canada,"Raising tobacco taxes does not have to mean more contraband tobacco sales, as claimed by Big Tobacco",No,smoking cessation,"144, 456",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.150492,FACEBOOK: @OntarioTobaccoResearchUnit @Bolisa.Zhang TWITTER: @OTRUnews @Bolisa2015 @robschwartz7,,,,,,6,29,2,3,3,0,0,,,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151425,Commentary,Commentary,Abadir,Children with fetal alcohol spectrum disorder: reconsidering blame,,14-Dec-15,,,,February 2016,,,"141593-guide, EOR Dec 14",2,Lea,Olivier,Kate B,DK,JF,None,4-Jan-16,5-Jan-16,5-Jan-16,5-Jan-16,12-Jan-16,6-Jan-16,11-Jan-16,12-Jan-16,12-Jan-16,,,12-Jan-16,0,No,Who is to blame for FASD?,Social determinants of health play a major role in the persistence of fetal alcohol spectrum disorder. ,No,"pregnancy, fetal alcohol spectrum disorder","68, 86, 140, 161,  170, 185, 383",No,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.151425,#FASD,"Are all mothers who have children with fetal alcohol spectrum disorder dependent on alcohol and neglectful or unfit parents? Absolutely not, say Abadir and Ickowicz. In this commentary, they argue that clinicians, policy-makers and the public need to collectively assume responsibility for addressing the manifest determinants of health that contribute to the persistence of this disorder. (subscription required) [KEYPOINTS] Tues 7pm",,,,,21,1,0,7,5,1,0,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151257,Commentary,Commentary,Coulthart,Evidence of transmissibility of Alzheimer disease pathology: Cause for concern? ,,19-Nov-15,,,,July 2016,"ELPS, drop fig for ""short"", epaginate ""long""",,,3,Lea,Erin D,Kate S,KP,JF,,23-Nov-15,,8-Jan-16,12-Jan-16,25-Jan-16,14-Jan-16,18-Jan-16,19-Jan-16,19-Jan-16,,,26-Jan-16,0,No,Transmission of Alzheimer disease?,What’s the risk that Alzheimer disease pathology can be spread in a prion-like manner?,No,"Alzheimer disease, Creutzfeldt-Jakob disease","35, 79, 247",No,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.151257,#alzheimer,"Findings from recent research raise the possibility of Alzheimer disease being spread between humans through a prion-like transmission from instrument contamination. In this commentary, Coulthart and colleagues discuss the potential risk. (subscription required) [WEB IMAGE]",,,,,4,,,13,4,1,0,,,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151170,Commentary,Commentary,Nicholls,Genetic discrimination legislation in Canada: Moving from rhetoric to real debate,,02-Dec-15,,,,August 2016,,,,2,Kate S,Erin D,Lea,KP,,,7-Dec-15,18-Dec-15,4-Jan-16,4-Jan-16,12-Jan-16,7-Jan-16,8-Jan-16,8-Jan-16,11-Jan-16,,,12-Jan-16,0,No,Genetic discrimination in Canada,Let’s get clear on how to protect Canadians against discrimination on the basis of genetic bad luck,No,"genetic testing, hereditary diseases","25, 105, 164, 456, 488",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.151170," @SG_Nicholls @pcfafard
","The potential exists for discrimination against individuals following predictive genetic testing (e.g., in securing employment and obtaining life insurance). The authors discuss the need for clarity around whether new federal laws are required to prohibit genetic discrimination in Canada, or whether an individual with a genetic predisposition to illness is protected under existing legislation. (subscription required) [KEY POINTS] Wed 9am ",,,,,5,11,17,8,1,0,3,,,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151470,Commentary,Commentary,Quan,Guiding the reporting of studies that use routinely collected health data,,12-Jan-16,,,,May 2016,,,"150653-ana, 160410-edit & Open 2015-0036 for print",2,Kate S,Olivier,Kate B,KP,DK,,20-Jan-16,22-Jan-16,22-Jan-16,22-Jan-16,1-Feb-16,27-Jan-16,29-Jan-16,29-Jan-16,1-Feb-16,,,3-Feb-16,0,No,Reporting on studies of routine data,A new guideline on reporting studies that analyze routinely collected data will improve their quality,No,none,"10, 163, 167, 171",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.151470,  @hudequan,"Reporting of results arising from analysis of routinely collected health data has varied widely in quality. Use of a new guideline — RECORD — should help reduce inconsistencies, say Quan and Williamson. (subscription required) [KEY POINTS] Wed 9am",,,,,8,2,0,10,2,0,3,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150962,Commentary,Commentary,Henry,Treating fracture of the clavicle,,16-Dec-15,,,,April 2016,,,"CMAJOpen-2014-0130.R1, posted 11 Nov 2015",2,Lea,Erin D,Kate B,,,None,4-Jan-16,27-Jan-16,28-Jan-16,,4-Feb-16,28-Jan-16,29-Jan-16,29-Jan-16,29-Jan-16,,,4-Feb-16,0,,Treating fracture of the clavicle,More research  is needed to see who benefits most from surgical treatment of midclavicular fracture ,No,orthopedic surgery,"10, 96, 274, 502",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.150962,#orthopedics @Sunnybrook,"Most midshaft fractures of the clavicle can be treated nonoperatively, but evidence shows that some could benefit from primary operative fixation. Because complications and secondary operations are high, regardless of treatment approach, outlining risks and benefits for patients is important, says @SunnybrookHSC surgeon Patrick Henry in this commentary. (subscription required) [WEB IMAGE] Fri 11am",,,,,19,23,1,,1,0,0,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150964,Commentary,Commentary,Nicholls,Public solicitation for organ donors: time for direction in Canada,,02-Dec-15,,,,April 2016,,,,2,Lea,Olivier,Lea,KP,,,4-Jan-16,12-Feb-16,16-Feb-16,16-Feb-16,24-Feb-16,23-Feb-16,23-Feb-16,23-Feb-16,24-Feb-16,,,24-Feb-16,0,No,Public solicitation of organ donors,Better regulation of public organ solicitation is needed for a more efficient system in Canada,No,"organ donation, antirejection drugs","111, 138, 165, 170",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.150964,,"Public solicitation of organs in Canada: recent well-publicized cases could undermine trust in the system. Greater regulation of public organ donation could help to improve donation rates of living organs, and help to raise awareness about organ donation and transplantation, say Elman and colleagues in this commentary. (subscription required) [WEB IMAGE] Thurs 12pm",,,,,33,39,4,8,0,0,1,,,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151241,Commentary,Commentary,Dugani,Transforming health through sustainable development ,,21-Jan-16,,,,July 2016,epaginated,,,2,Kate S,Erin D,Lea,KP,DK,,27-Jan-16,3-Feb-16,17-Feb-16,18-Feb-16,1-Mar-16,22-Feb-16,29-Feb-16,29-Feb-16,29-Feb-16,,,1-Mar-16,0,No,Sustainable development and health,Sustainable development goals aim to build on millenium goals and recognize global interconnectedness,No,None,"217, 218, 456, 457",No,No,No,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.151241, @UN #SDGs,"The sustainable development goals (SDGs) adopted at the UN summit last fall will guide global development and global health from 2015 to 2030. They comprise goals and targets to address five areas: people, planet, prosperity, peace and partnership. They recognize the interconnectedness of countries and disciplines, and as far as health is concerned, they aim to build on the gains of the “millenium development goals” adopted in 2000. The authors explain how. (subscription required) [KEY POINTS, WEB IMAGE] Wed 12pm",,,,,6,7,14,12,7,0,0,,,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151081,Commentary,Commentary,Bernstein,Added sugars on nutrition labels: a way to support population health in Canada,,17-Feb-16,,,,October 2016,epaginated,Podcast,,2,Kate S,Erin D,Lea,KP,,None,18-Feb-16,24-Feb-16,25-Feb-16,25-Feb-16,7-Mar-16,2-Mar-16,4-Mar-16,4-Mar-16,7-Mar-16,,,7-Mar-16,0,No,Nutrition labels and added sugars ,Mandating transparency about added sugars on nutrition labels in Canada would be a public health win,No,"food, nutrition, sugars, obesity","33, 170, 334, 456",No,https://soundcloud.com/cmajpodcasts/151081-com/s-u3I9u,https://soundcloud.com/cmajpodcasts/151081-com,"<iframe width=""100%"" height=""166"" scrolling=""no"" frameborder=""no"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/250032720%3Fsecret_token%3Ds-u3I9u&amp;color=ff5500&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false""></iframe>",,,www.cmaj.ca/lookup/doi/10.1503/cmaj.151081,,"International guidelines recommend limiting the daily intake of added sugars to less than 5% to 10% of calories. Unlike the 2015 US proposal for changes to the nutrition label, Canada’s proposed changes don't include the declaration of added sugars. The authors call on the new federal government to rethink this in the interests of public health. (subscription required) [KEY POINTS] Tues 9am",,,,,1,6,1,11,2,0,3,,,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160179,Commentary,Commentary,Barton,Zika virus and microcephaly,,14-Mar-16,,,,April 2016,epaginated,,,2,Lea,Olivier,Kate B,KP,DK,,14-Mar-16,14-Mar-16,14-Mar-16,14-Mar-16,17-Mar-16,15-Mar-16,15-Mar-16,15-Mar-16,16-Mar-16,,,18-Mar-16,0,,Zika virus and microcephaly,What potential neurodevelopmental outcomes may follow congenitally acquired Zika virus infection?,,"viral infections, Zika virus, pregnancy, microcephaly","68, 154, 170, 339",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.160179,"#zika, #zikavirus, #microcephaly","In this commentary, Barton and Salvadori discuss the potential neurodevelopmental outcomes for infants with congenitally acquired Zika virus infection – if the virus is proven to be causally associated with microcephaly – based on what is known about other congenital neurotropic viral infections. (open?) [KEY POINTS] Tues 9am",,,,,0,0,0,3,0,0,1,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160291,Commentary,Commentary,Lucyk,Consequences of unsafe prescribing of transdermal fentanyl,,14-Mar-16,,,,June 2016,,,150961-res ,2,Kate S/ Leesa,Erin D,,KP,DK,,16-Mar-16,16-Mar-16,17-Mar-16,21-Mar-16,24-Mar-16,23-Mar-16,24-Mar-16,24-Mar-16,24-Mar-16,,,29-Mar-16,0,,Potential harms of transdermal fentanyl,"Transdermal fentanyl for chronic pain: useful, but serious harms if inappropriately prescribed",No,"fentanyl, opioids, pain management","4, 7, 185, 328, 346",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.160291, @LNelsonMD ,"In this commentary, the authors discuss new research highlighting high rates of unsafe prescribing of transdermal fentanyl. Although convenient to use, this fairly novel opioid delivery system for patients with chronic pain carries substantial potential for harm and abuse. (subscription required) Tues 9am",,,,,2,0,1,3,1,0,0,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160183,Commentary,Commentary,Yasseen,Male-biased infant sex ratios and patterns of induced abortion,,22-Feb-16,,,,June 2016,,,"151074-res and CMAJOpen-2015-0141, posted same day",2,Lea,Erin D,,KP,DK,,23-Feb-16,,,22-Mar-16,5-Apr-16,30-Mar-16,1-Apr-16,1-Apr-16,1-Apr-16,,,5-Apr-16,0,No,Male-biased infant sex selection,An ancient practice seemingly still prevalent in some cultures despite integration,No,"ultrasonography, infants, abortion","164, 339, 358, 412",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.160183,#abortion,Commentary | Fetal sex selection has been made easier by fetal ultrasonography and newer embryonic technologies to determine sex. Yasseen and Lacase-Masmonteil comment on what is known about the ancent practice of sex selection. (subscription required) Tues 10am,,,,,1,,,14,2,0,0,,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160206,Commentary,Commentary,Caprio,Palliative care: renaming as supportive care and Integrating into comprehensive cancer care,,17-Feb-16,,,,July 2016,provisional pub date cited in accept letter,,151171-res & Ken's editorial (EOR 6 Jun),2,Lea,Olivier,,KP,DK,,25-Feb-16,,5-Apr-16,5-Apr-16,11-Apr-16,8-Apr-16,10-Apr-16,11-Apr-16,11-Apr-16,,,12-Apr-16,0,No,Time to rename palliative care?,"""Suppportive care"" may be a more acceptable term than ""palliative care"", but integrate it early",No,"cancer, palliative care","42, 138, 156, 165, 190, 219",No,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.160206,,"Commentary | Stigma associated with the term palliative care may be a barrier to timely referral. The term ""supportive care"" may be viewed more favourably, but barriers to implementation can only be addressed by complete integration into routine oncology care. (subscription required) Tues 9am",,,,,8,,,6,2,1,0,,,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151345,Commentary,Commentary,Lofters,Self-sampling for HPV to enhance uptake of cervical cancer screening: Has the time come in Canada?,,01-Feb-16,,,,September 2016,,,150451-ana  & 151528-res (EOR 27 Jun); bring together for  print,2,Peggy,Olivier,KB,KP,DK,Key points--received Feb. 24,4-Feb-16,22-Feb-16,10-Apr-16,11-Apr-16,14-Apr-16,12-Apr-16,12-Apr-16,12-Apr-16,13-Apr-16,,,14-Apr-16,0,No,Cervical self-sampling for HPV,Cervical self-sampling strategies may help to screen hard-to-reach women who miss out on Pap smears,No,"self-sampling kits, HPV, cervical cancer","32, 64, 63, 105, 138",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.151345," @AKLofters @UofTFamilyMed, @CRICH_StMikes","Commentary | Cervical self-sampling strategies may help to screen hard-to-reach women who miss out on Pap smears. We need to evaluate properly the potential effect of this innovative approach in Canada, say Lofters and Vahabi. (subscription required) Wed 9am",,,,,3,18,48,3,0,0,1,,,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151120,Commentary,Commentary,Smolina,Toward better prescription drug surveillance in Canada,,26-Feb-16,,,,August 2016,epaginated,,,2,Leesa,Olivier,KS,KP,DK,"e-mail saved in folder concerning Hagens ack form et al. (Noted, LDS)",3-Mar-16,24-Mar-16,24-Mar-16,24-Mar-16,9-Apr-16,24-Mar-16,28-Mar-16,31-Mar-16,31-Mar-16,,,15-Apr-16,0,No,Better drug monitoring in Canada,Integrating clinical systems with drug information systems and surveillance would be the ideal approach.,No,"Electronic medical records, BC PharmaNet, drug interactions, prescribing","328, 7, 185, 377, 346, 167",No,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.151120, @K_Smolina   @NavPersaud    @SteveUBC,,,,,,6,21,0,16,4,3,0,,,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160043,Commentary,Commentary,Freedhoff,The physician’s role in cultivating healthful lifestyles,,17-Feb-16,,,,September 2016,,,150854-res & Open-2015-0081 (May 9),2,Kate S,Erin D,,KP,,,18-Feb-16,20-Apr-16,20-Apr-16,20-Apr-16,20-Apr-16,20-Apr-16,21-Apr-16,21-Apr-16,22-Apr-16,,,26-Apr-16,0,No,Physicians and lifestyle counselling,Let’s train family physicians properly to offer effective nutrition and lifestyle advice,No,"obesity, pediatrics, exercise, nutrition","33, 169, 334, 340, 383, 402, 406",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.160043,,,,,,,1,62,0,0,1,0,1,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160369,Commentary,Commentary,Hoffman,International legal barriers to Canada’s marijuana plans,,29-Apr-16,,,,July 2016,epaginated,,,2,Kate B,Olivier,,KP,—,,29-Apr-16,2-May-16,3-May-16,3-May-16,3-May-16,3-May-16,5-May-16,5-May-16,5-May-16,,,5-May-16,1,No,Canada’s marijuana policy,Should Canada withdraw from UN drug-control conventions when marijuana is legalized next year?,No,marijuana,"186, 456, 25",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.160369,#mmj @shoffmania @roojinh @gstrategylab @uocommonlaw @uottawa,,,,,,0,3,1,0,2,0,0,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160026,Commentary,Commentary,Bromwich,Privacy risks when using mobile devices in health care,,13-Apr-16,,,,September 2016,,,,2,Kate S,Erin D,,KP,DK,None,,20-Apr-16,21-Apr-16,21-Apr-16,26-Apr-16,22-Apr-16,25-Apr-16,26-Apr-16,26-Apr-16,,,26-Apr-16,1,No,Clinical images on mobile devices,Physicians storing clinical images on mobile devices risk prosecution; obtain consent,No,"mobile devices, medical imaging, privacy software, Clearwater Clinical Ltd.","25, 108, 110, 130, 167, 349, 355, 502",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.160026,,Clinical images taken with mobile devices require secure storage and patient consent or physicians risk having legal action taken against them - commentary (sub required),,,,,,,1,5,3,1,0,,,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160490,Commentary,Commentary,Bowdin,The clinical utility of next-generation sequencing in the neonatal intensive care unit,,29-Apr-16,,,,August 2016,,,150823-res,2,Peggy,Erin D,KB,KP,—,None,3-May-16,7-May-16,13-May-16,13-May-16,17-May-16,17-May-16,18-May-16,18-May-16,18-May-16,,,19-May-16,0,No,Utility of next-generation sequencing,"Interpreting NGS results needs collaboration of physicians, molecular geneticists and bioinformaticians.",No,"genetic testing, hereditary diseases, neonatal intensive care","326, 488, 71, 415, 355",No,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.160490,,"Accurate interpretation of genetic diagnoses made using next-generation sequencing requires a close partnership between clinicians, molecular geneticists and bioinformaticians. Parents value getting a diagnosis, even after baby has died, to help them make future reproductive plans, says the author of this commentary. (sub required)
http://www.cmaj.ca/content/early/2016/05/30/cmaj.160490.full.pdf",,,,,4,4,6,4,1,0,0,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160497,Commentary,Commentary,Caulfield,Curbing transplant tourism: Canadian physicians and the law,,16-May-16,,,,September 2016,,,,2,Kate S,Erin D,KB,KP,—,None,17-May-16,24-May-16,25-May-16,25-May-16,25-May-16,25-May-16,27-May-16,27-May-16,27-May-16,,,27-May-16,0,No,Transplant tourism and the law,Physicians should actively discourage patients from buying and receiving organs abroad,No,"kidneys, dialysis, transplantation","99, 44, 25, 456, 108, 110, 346, 502, 356",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.160497,,"Commentary: Travel abroad to obtain transplant organs through commercial transactions presents considerable risks to both donors and recipients. This practice, often called transplant tourism, continues despite these risks, the burden imposed on domestic health care systems and international condemnation. Physicians can play a pivotal role in discouraging patients from shopping for an organ abroad through the care and information they provide to their patients, say Caulfield and Zarzeczny. Tues 9am",,,,,1,7,1,0,2,0,0,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151471,Commentary,Commentary,Gandhi,Reducing mortality and morbidity following hip fracture: Is expedited surgery the way to go? ,,14-Mar-16,,,,September 2016,epaginated,,,2,Kate S,Olivier,LL,KP,—,None,17-Mar-16,27-May-16,30-May-16,30-May-16,31-May-16,31-May-16,1-Jun-16,2-Jun-16,2-Jun-16,,,6-Jun-16,0,,Expedited surgery after hip fracture,Reducing time from admission to surgery may not be appropriate for all patients with hip fracture,,"osteoporosis, hip fracture","52, 96, 165, 219",,,,,,,,@UHN_News,"Expedited surgery following hip fracture - as early as within six hours after admission - is currently being advocated following the publication of new evidence. However, careful consideration is warranted before adopting a blanket approach for all patients, say Gandhi and Perruccio in their commentary (sub req) www.cmaj.ca/lookup/doi/10.1503/cmaj.151471",,,,,3,71,3,1,1,1,0,,,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151340,Commentary,Commentary,Cobey,Report on a pilot project to introduce a publications officer ,,05-Apr-16,,,,September 2016,epaginated,,,2,Lea,Erin D,,KP,—,,6-Apr-16,25-May-16,26-May-16,26-May-16,27-May-16,27-May-16,30-May-16,31-May-16,1-Jun-16,,,2-Jun-16,0,No,Evaluating a publications officer,Can an institutional publications officer improve research reporting? Report on a pilot project,No,"publications, research, ethics","166, 169, 349",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.151340,"Topics: #journalology ; #reporting ; #publicationsofficer @KDCobey @LarissaShamseer  @dmoher 

Personal accounts: @KDCobey ; @JamesGalipeau ; @LarissaShamseer ; @dmoher ;   

Affiliations: @OttawaHospital ; @EQUATORNetwork
",,,,,,1,49,1,1,3,1,1,,,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160365,Commentary,Commentary,Lemmens,Should assisted dying for psychiatric disorders be legalized in Canada? ,,14-Jun-16,,,,October 2016,"fast track, post Jun 21 w immediate release, epaginated",,,3,Kate S,Olivier,ON,KP,—,,14-Jun-16,14-Jun-16,15-Jun-16,15-Jun-16,15-Jun-16,15-Jun-16,16-Jun-16,17-Jun-16,17-Jun-16,,,20-Jun-16,0,No,Psychiatric illness and assisted dying,Arguments for including mental illness as a condition for assisted dying are not straightforward,No,mental illness; assisted dying,"86, 161, 492, 524",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.160365," @NIHbioethics @scottbioethics @TrudoLemmens @UTLaw @utjcb
",,,,,,0,0,1,0,1,1,0,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160051,Commentary,Commentary,Bansback,An Overdue Choice: Improving Patient-Centred Care in Rheumatoid Arthritis,,02-Mar-16,,,,October 2016,,,,2,Leesa,Olivier,,KP,—,,8-Mar-16,7-Jun-16,7-Jun-16,7-Jun-16,9-Jun-16,10-Jun-16,16-Jun-16,16-Jun-16,16-Jun-16,,,16-Jun-16,0,No,Improving patient-centred care for RA,Triple DMARD therapy is as effective as treatment with a biologic for RA but much less costly,No,"rheumatoid arthritis, methotrexate, sulfasalazine, hydroxychloroquine, biologics","53, 211, 158",No,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.160051,#arthritis #RA #DMARD #patient #SDM #ptchoice,,,,,,6,91,0,2,6,0,0,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160147,Commentary,Commentary,Rabi,Intensive lowering of blood pressure: Should we SPRINT?,,12-Apr-16,,,,October 2016,,,,2,Kate B,Olivier,Erin/Olivier,KP,—,contrib,14-Apr-16,22-Jun-16,24-Jun-16,24-Jun-16,27-Jun-16,27-Jun-16,27-Jun-16,27-Jun-16,27-Jun-16,,,29-Jun-16,0,No,Intensive blood pressure lowering,Close follow-up is needed to guide an intensive approach to lowering systolic BP in individual patients,No,"automated office blood pressure device, cardiovascular disease","17, 383",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.160147,,"Shared decision-making, individualized assessment of the benefit–risk profile and consideration of the feasibility of close follow-up is needed to guide an intensive approach to lowering blood pressure in individual patients. (sub req) www.cmaj.ca/lookup/doi/10.1503/cmaj.160147",,,,,2,69,2,3,0,0,0,,,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160255,Commentary,Commentary,Anand,Gaining competence through social media ,,06-May-16,,,,September 2016,epaginated,,,2,Kate B,Erin D,,KP,—,None,9-May-16,24-Jun-16,30-Jun-16,30-Jun-16,4-Jul-16,4-Jul-16,6-Jul-16,6-Jul-16,6-Jul-16,,,6-Jul-16,0,No,Medical competence and social media,"How can CanMEDS roles of medical expert, scholar and communicator be enhanced through social media?",No,medical education,"536, 169",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.160255,,,,,,,3,46,6,4,2,0,0,,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151346,Commentary,Commentary,Parker,Chronic congestive heart failure — a new therapeutic choice,,12-Apr-16,,,,November 2016,,,,2,Lea,Olivier,,KP,—,None,14-Apr-16,10-Jun-16,14-Jun-16,14-Jun-16,15-Jun-16,15-Jun-16,24-Jun-16,27-Jun-16,29-Jun-16,,,5-Jul-16,0,No,New treatment for CCF,"The new drug, valsartan/sacubitril, is an effective treatment for patients with stable CCF",No,"heart failure, valsartan, sacubitril, Entresto, elanapil","16, 151, 183",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.151346,,,,,,,2,57,4,1,9,3,2,,,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160611,Commentary,Commentary,Puhan,Predicting individual lung-function trajectories: An opportunity for prevention?,,13-Jun-16,,,,October 2016,,,"151483-res, linked",2,Kate B/Lea,Erin D,,KP,—,None,15-Jun-16,13-Jul-16,13-Jul-16,13-Jul-16,14-Jul-16,14-Jul-16,14-Jul-16,14-Jul-16,15-Jul-16,,,18-Jul-16,0,No,Predicting decline in lung function,Lung-function prediction tools: cautious optimism for use in risk-stratified early treatment of COPD,No,"chronic obstructive pulmonary disease, smoking cessation, bronchodilators (ipratropium)","47, 144",No,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.160611,#COPD #lungfuntion,"Prediction tools may be useful in the prevention and early treatment of chronic obstructive pulmonary disease but uncertainty remains as to whether a new prediction model for FEV1 trajectories will be useful for risk-stratified prevention or treatment, says Dr Milo Puhan in this commentary (subscription required) www.cmaj.ca/lookup/doi/10.1503/cmaj.160611 ",,,,,2,28,0,1,0,0,1,,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
